,index,date,dateUtc,openDateUtc,instrumentName,period,profitAndLoss,transactionType,reference,openLevel,closeLevel,size,currency,cashTransaction,profit_float
664,14,2023-11-24,2023-11-24T02:02:02,2023-11-24T02:02:02,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6729,-,E-0.13,WITH,11180187,-,0,-,E,False,-0.13
665,15,2023-11-24,2023-11-24T02:01:59,2023-11-24T02:01:59,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.13,WITH,11990188,-,0,-,E,False,-0.13
666,16,2023-11-23,2023-11-23T14:39:43,2023-11-23T14:39:43,Solidaritätszuschlag,-,E-0.15,WITH,91190189,-,0,-,E,False,-0.15
667,17,2023-11-23,2023-11-23T14:39:43,2023-11-23T14:39:43,Kapitalertragssteuer,-,E-2.74,WITH,91189189,-,0,-,E,False,-2.74
668,18,2023-11-23,2023-11-23T14:39:28,2023-11-23T10:25:46,GBP/USD Mini converted at 0.9130911025,-,E10.96,TRADE,9A7HBDAZ,1.25447,1.25327,-1,E,False,10.96
669,19,2023-11-23,2023-11-23T09:42:59,2023-11-23T09:42:59,Kapitalertragssteuer,-,E-0.84,WITH,11457189,-,0,-,E,False,-0.84
670,20,2023-11-23,2023-11-23T09:42:59,2023-11-23T09:42:59,Solidaritätszuschlag,-,E-0.05,WITH,11458189,-,0,-,E,False,-0.05
671,21,2023-11-23,2023-11-23T09:42:44,2023-11-23T09:18:05,EUR/USD Mini converted at 0.9116856649999999,-,E3.37,TRADE,9AGDZ6A9,1.09099,1.09136,+1,E,False,3.37
672,22,2023-11-23,2023-11-23T09:30:03,2023-11-21T16:04:12,EUR/GBP Mini converted at 1.152639525,-,E-45.88,TRADE,8ZRELAAM,0.8723,0.86832,+1,E,False,-45.88
673,23,2023-11-23,2023-11-23T09:06:48,2023-11-23T06:11:20,NZD/USD Mini converted at 0.92083125,-,E-11.23,TRADE,9ACP76A6,0.60648,0.60526,+1,E,False,-11.23
674,24,2023-11-23,2023-11-23T09:06:47,2023-11-23T06:04:12,USD/CAD Mini converted at 0.673716670297335,-,E-3.77,TRADE,9ABW98BB,1.36627,1.36683,-1,E,False,-3.77
675,25,2023-11-23,2023-11-23T03:44:24,2023-11-23T03:44:24,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/USD Mini umgerechnet in 0.9231,-,E-0.12,WITH,11872190,-,0,-,E,False,-0.12
676,26,2023-11-23,2023-11-23T03:44:17,2023-11-23T03:44:17,Tägliche Finanzierungsanpassung – FX-Zinsen für 3 Tag NZD/USD Mini umgerechnet in @{3@,-,E-0.14,WITH,11789190,-,0,-,E,False,-0.14
677,27,2023-11-23,2023-11-23T03:32:55,2023-11-23T03:32:55,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag GBP/USD Mini umgerechnet in 0.9231,-,E-0.25,WITH,11224190,-,0,-,E,False,-0.25
678,28,2023-11-23,2023-11-23T03:32:25,2023-11-23T03:32:25,Tägliche Finanzierungsanpassung – FX-Zinsen für 3 Tag GBP/USD Mini umgerechnet in @{3@,-,E-0.33,WITH,11881190,-,0,-,E,False,-0.33
679,29,2023-11-23,2023-11-23T03:17:33,2023-11-23T03:17:33,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag EUR/GBP Mini umgerechnet in 1.1530,-,E-0.22,WITH,11899167,-,0,-,E,False,-0.22
680,30,2023-11-23,2023-11-23T03:17:18,2023-11-23T03:17:18,Tägliche Finanzierungsanpassung – FX-Zinsen für 3 Tag EUR/GBP Mini umgerechnet in @{3@,-,E-1.18,WITH,11866190,-,0,-,E,False,-1.18
681,31,2023-11-23,2023-11-23T02:55:08,2023-11-23T02:55:08,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6744,-,E-0.13,WITH,11757167,-,0,-,E,False,-0.13
682,32,2023-11-23,2023-11-23T02:55:06,2023-11-23T02:55:06,Tägliche Finanzierungsanpassung – FX-Zinsen für 3 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.36,WITH,11742167,-,0,-,E,False,-0.36
683,33,2023-11-23,2023-11-23T02:25:03,2023-11-23T02:25:03,Solidaritätszuschlag,-,E-0.13,WITH,11992189,-,0,-,E,False,-0.13
684,34,2023-11-23,2023-11-23T02:25:03,2023-11-23T02:25:03,Kapitalertragssteuer,-,E-2.44,WITH,11991189,-,0,-,E,False,-2.44
685,35,2023-11-23,2023-11-23T02:24:52,2023-11-22T14:39:15,GBP/USD Mini converted at 0.9127518075,-,E9.77,TRADE,89FPCCAH,1.24901,1.25008,+1,E,False,9.77
686,36,2023-11-23,2023-11-23T00:18:09,2023-11-23T00:18:09,Solidaritätszuschlag,-,E-0.05,WITH,11938189,-,0,-,E,False,-0.05
687,37,2023-11-23,2023-11-23T00:18:09,2023-11-23T00:18:09,Kapitalertragssteuer,-,E-0.89,WITH,11937189,-,0,-,E,False,-0.89
688,38,2023-11-23,2023-11-23T00:17:52,2023-11-22T14:39:12,NZD/USD Mini converted at 0.91376621,-,E3.56,TRADE,8868K4AS,0.60205,0.60244,+1,E,False,3.56
689,39,2023-11-22,2023-11-22T14:30:37,2023-11-22T14:30:37,Solidaritätszuschlag,-,E-0.13,WITH,11207189,-,0,-,E,False,-0.13
690,40,2023-11-22,2023-11-22T14:30:37,2023-11-22T14:30:37,Kapitalertragssteuer,-,E-2.29,WITH,11206189,-,0,-,E,False,-2.29
691,41,2023-11-22,2023-11-22T14:30:37,2023-11-22T14:30:37,Solidaritätszuschlag,-,E-0.08,WITH,11209189,-,0,-,E,False,-0.08
692,42,2023-11-22,2023-11-22T14:30:37,2023-11-22T14:30:37,Kapitalertragssteuer,-,E-1.48,WITH,11208189,-,0,-,E,False,-1.48
693,43,2023-11-22,2023-11-22T14:30:26,2023-11-22T12:00:07,AUD/CAD Mini converted at 0.6654984215314749,-,E5.92,TRADE,86P663AV,0.89968,0.89879,-1,E,False,5.92
694,44,2023-11-22,2023-11-22T14:30:23,2023-11-22T09:04:00,EUR/USD Mini converted at 0.91479106,-,E9.15,TRADE,86P2CBAU,1.08879,1.08779,-1,E,False,9.15
695,45,2023-11-22,2023-11-22T13:00:19,2023-11-22T13:00:19,Kapitalertragssteuer,-,E-0.45,WITH,11532189,-,0,-,E,False,-0.45
696,46,2023-11-22,2023-11-22T13:00:19,2023-11-22T13:00:19,Solidaritätszuschlag,-,E-0.02,WITH,11533189,-,0,-,E,False,-0.02
697,47,2023-11-22,2023-11-22T12:59:56,2023-11-22T06:11:06,NZD/CAD Mini converted at 0.665251475086385,-,E1.80,TRADE,85SRNGA9,0.82725,0.82752,+1,E,False,1.8
698,48,2023-11-22,2023-11-22T11:36:00,2023-11-22T11:36:00,Kapitalertragssteuer,-,E-0.87,WITH,11232189,-,0,-,E,False,-0.87
699,49,2023-11-22,2023-11-22T11:36:00,2023-11-22T11:36:00,Solidaritätszuschlag,-,E-0.05,WITH,11233189,-,0,-,E,False,-0.05
700,0,2023-11-22,2023-11-22T11:35:36,2023-11-21T16:04:16,AUD/CAD Mini converted at 0.66596389070142,-,E3.46,TRADE,847DYZAN,0.89874,0.89926,+1,E,False,3.46
701,1,2023-11-22,2023-11-22T09:01:06,2023-11-21T16:04:19,NZD/CAD Mini converted at 0.67281235564647,-,E-26.85,TRADE,84J3B3BA,0.82982,0.82583,+1,E,False,-26.85
702,2,2023-11-22,2023-11-22T05:31:57,2023-11-22T05:31:57,Kapitalertragssteuer,-,E-0.02,WITH,91128189,-,0,-,E,False,-0.02
703,3,2023-11-22,2023-11-22T05:31:47,2023-11-21T19:25:09,AUD/CAD Mini converted at 0.66546281433909,-,E0.07,TRADE,83UJXAA4,0.89771,0.8977,-1,E,False,0.07
704,4,2023-11-21,2023-11-21T18:31:54,2023-11-21T18:31:54,Kapitalertragssteuer,-,E-2.03,WITH,11118189,-,0,-,E,False,-2.03
705,5,2023-11-21,2023-11-21T18:31:54,2023-11-21T18:31:54,Solidaritätszuschlag,-,E-0.11,WITH,11119189,-,0,-,E,False,-0.11
706,6,2023-11-21,2023-11-21T18:31:44,2023-11-21T16:18:09,CAD/JPY Mini converted at 0.006154215359675,-,E8.12,TRADE,82B8WCA8,108.091,108.223,+1,E,False,8.12
707,7,2023-11-21,2023-11-21T15:59:53,2023-11-21T15:59:53,Solidaritätszuschlag,-,E-0.17,WITH,11485189,-,0,-,E,False,-0.17
708,8,2023-11-21,2023-11-21T15:59:53,2023-11-21T15:59:53,Kapitalertragssteuer,-,E-3.07,WITH,11484189,-,0,-,E,False,-3.07
709,9,2023-11-21,2023-11-21T15:59:43,2023-11-20T20:00:52,AUD/CAD Mini converted at 0.66471594249394,-,E12.30,TRADE,8ZN88FA7,0.90043,0.89858,-1,E,False,12.3
710,10,2023-11-21,2023-11-21T14:53:00,2023-11-21T14:53:00,Solidaritätszuschlag,-,E-0.04,WITH,91147189,-,0,-,E,False,-0.04
711,11,2023-11-21,2023-11-21T14:53:00,2023-11-21T14:53:00,Kapitalertragssteuer,-,E-0.81,WITH,91146189,-,0,-,E,False,-0.81
712,12,2023-11-21,2023-11-21T14:52:37,2023-11-21T13:32:19,USD/CAD Mini converted at 0.663222796200645,-,E3.25,TRADE,8Y6JPFAK,1.37041,1.36992,-1,E,False,3.25
713,13,2023-11-21,2023-11-21T13:21:20,2023-11-21T13:21:20,Solidaritätszuschlag,-,E-0.08,WITH,11435189,-,0,-,E,False,-0.08
714,14,2023-11-21,2023-11-21T13:21:20,2023-11-21T13:21:20,Kapitalertragssteuer,-,E-1.82,WITH,11436189,-,0,-,E,False,-1.82
715,15,2023-11-21,2023-11-21T13:21:20,2023-11-21T13:21:20,Kapitalertragssteuer,-,E-1.54,WITH,11434189,-,0,-,E,False,-1.54
716,16,2023-11-21,2023-11-21T13:21:20,2023-11-21T13:21:20,Solidaritätszuschlag,-,E-0.10,WITH,11437189,-,0,-,E,False,-0.1
717,17,2023-11-21,2023-11-21T13:21:08,2023-11-21T10:39:20,EUR/USD Mini converted at 0.9079459575,-,E7.26,TRADE,8YHK2HAS,1.09505,1.09585,+1,E,False,7.26
718,18,2023-11-21,2023-11-21T13:21:00,2023-11-21T10:32:15,EUR/USD Mini converted at 0.9079459575,-,E6.17,TRADE,8YH6K5AR,1.09515,1.09583,+1,E,False,6.17
719,19,2023-11-21,2023-11-21T13:17:59,2023-11-21T13:17:59,Kapitalertragssteuer,-,E-0.75,WITH,11413189,-,0,-,E,False,-0.75
720,20,2023-11-21,2023-11-21T13:17:59,2023-11-21T13:17:59,Solidaritätszuschlag,-,E-0.04,WITH,11414189,-,0,-,E,False,-0.04
721,21,2023-11-21,2023-11-21T13:17:52,2023-11-21T10:46:26,EUR/USD Mini converted at 0.9083151025,-,E3.00,TRADE,8YHHUCA6,1.095,1.09533,+1,E,False,3.0
722,22,2023-11-21,2023-11-21T09:34:15,2023-11-21T09:34:15,Kapitalertragssteuer,-,E-2.28,WITH,11621189,-,0,-,E,False,-2.28
723,23,2023-11-21,2023-11-21T09:34:15,2023-11-21T09:34:15,Solidaritätszuschlag,-,E-0.13,WITH,11622189,-,0,-,E,False,-0.13
724,24,2023-11-21,2023-11-21T09:33:52,2023-11-21T09:01:17,EUR/AUD Mini converted at 0.596930756032635,-,E9.13,TRADE,8XQ3T5AL,1.66524,1.66677,+1,E,False,9.13
725,25,2023-11-21,2023-11-21T08:54:54,2023-11-21T08:54:54,Paypal Deposit,-,E800.00,DEPO,91133066,-,0,-,E,False,800.0
726,26,2023-11-21,2023-11-21T02:04:34,2023-11-21T02:04:34,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6694,-,E-0.13,WITH,11526188,-,0,-,E,False,-0.13
727,27,2023-11-21,2023-11-21T02:04:32,2023-11-21T02:04:32,Tägliche Finanzierungsanpassung – FX-Zinsen für 2 Tag AUD/CAD Mini umgerechnet in @{3@,-,E0.09,DEPO,11285185,-,0,-,E,False,0.09
